,pair,freq
17252,amitriptyline/C0019209,1
17253,zolpidem/C0333641,3
17254,ondansetron/C0342490,4
17255,allopurinol/C0333641,2
17256,hydrochlorothiazide/C0019209,1
17257,ondansetron/C0333641,4
17258,hydromorphone/C0019209,7
17259,hydrochlorothiazide/C0333641,1
17260,amitriptyline/C0043144,12
17261,phenytoin/C0019209,3
17262,ciprofloxacin/C0333641,4
17263,ciprofloxacin/C0342490,4
17264,amitriptyline/C0333641,1
17265,furosemide/C0342490,7
17266,miconazole/C0342490,3
17267,ciprofloxacin/C0019209,7
17268,furosemide/C0333641,7
17269,allopurinol/C0019209,4
17270,amitriptyline/C0342490,1
17271,amitriptyline/C0231255,12
17272,miconazole/C0333641,3
17273,amitriptyline/C0035508,14
17274,glycopyrrolate/C0948786,5
17275,milrinone/C0042963,18
17276,famotidine/C0574002,29
17277,milrinone/C0392674,4
17278,metoprolol/C0392674,26
17279,milrinone/C0016204,6
17280,milrinone/C0020175,3
17281,famotidine/C0239340,32
17282,clopidogrel/C0008033,7
17283,neostigmine/C0948786,3
17284,atropine/C0008033,5
17285,milrinone/C0027497,19
17286,bimatoprost/C0086439,2
17287,glipizide/C0085594,1
17288,ceftazidime/C0085594,5
17289,bimatoprost/C0231255,1
17290,ceftazidime/C0085593,16
17291,bimatoprost/C0085594,1
17292,bimatoprost/C0553668,2
17293,bimatoprost/C0085593,1
17294,amiodarone/C0085594,3
17295,bupivacaine/C0221161,12
17296,gabapentin/C0221161,23
17297,lansoprazole/C0036396,6
17298,metoprolol/C0036396,35
17299,ibuprofen/C0036396,3
17300,furosemide/C0036396,25
17301,cinacalcet/C0027497,16
17302,oxycodone/C0028081,11
17303,terbinafine/C0234238,2
17304,pravastatin/C0028081,3
17305,gabapentin/C0032617,2
17306,risperidone/C0028081,1
17307,methylphenidate/C0035508,2
17308,terbinafine/C0010200,2
17309,amitriptyline/C0004604,19
17310,methylphenidate/C0027497,10
17311,terbinafine/C0221232,1
17312,risperidone/C0231528,2
17313,oxycodone/C0085602,1
17314,ondansetron/C0085602,3
17315,amitriptyline/C0242429,2
17316,ondansetron/C0032617,9
17317,methylphenidate/C0032617,1
17318,fluticasone/C0032617,3
17319,methylphenidate/C0033774,2
17320,methylphenidate/C0221232,1
17321,risperidone/C0241136,5
17322,amitriptyline/C1504383,7
17323,potassium/C0085602,7
17324,fluticasone/C0085602,1
17325,methylphenidate/C0085593,3
17326,amitriptyline/C0032617,2
17327,citalopram/C0032617,5
17328,terbinafine/C0028081,1
17329,risperidone/C0085602,1
17330,pravastatin/C0032617,1
17331,risperidone/C0863084,6
17332,risperidone/C0085593,4
17333,pravastatin/C0085602,1
17334,oxycodone/C0032617,1
17335,risperidone/C0221232,1
17336,risperidone/C0032617,1
17337,omeprazole/C0032617,4
17338,risperidone/C1504383,5
17339,terbinafine/C0037274,2
17340,methylphenidate/C0043144,3
17341,amitriptyline/C0241136,7
17342,terbinafine/C1504383,2
17343,amitriptyline/C0863084,7
17344,terbinafine/C0863084,2
17345,terbinafine/C0033774,2
17346,terbinafine/C0242429,1
17347,amitriptyline/C0033774,11
17348,terbinafine/C0004604,1
17349,terbinafine/C0042963,3
17350,methylphenidate/C0231528,1
17351,amitriptyline/C0037274,7
17352,risperidone/C0037274,6
17353,heparin/C0085602,6
17354,terbinafine/C0027497,2
17355,methylphenidate/C0028081,1
17356,terbinafine/C0239134,2
17357,terbinafine/C0241136,2
17358,gabapentin/C0085602,1
17359,omeprazole/C0085602,1
17360,terbinafine/C0553668,4
17361,methylphenidate/C0085602,1
17362,citalopram/C0085602,2
17363,amitriptyline/C0085602,1
17364,risperidone/C0242429,1
17365,amitriptyline/C0028081,1
17366,dexmedetomidine/C0026821,3
17367,labetalol/C0232695,13
17368,hydromorphone/C0851578,20
17369,dexmedetomidine/C0019825,1
17370,olanzapine/C0019825,3
17371,olanzapine/C0026821,10
17372,metronidazole/C0851578,6
17373,clindamycin/C0850149,14
17374,hydromorphone/C0037317,20
17375,haloperidol/C0019825,7
17376,clonidine/C1262141,2
17377,metronidazole/C0037317,6
17378,metronidazole/C1262141,6
17379,clonidine/C0851578,2
17380,hydromorphone/C1262141,20
17381,labetalol/C0019825,9
17382,clonidine/C0037317,2
17383,dexmedetomidine/C0028259,3
17384,acetaminophen/C0473120,6
17385,nicotine/C0473120,1
17386,acetaminophen/C0236178,6
17387,nicotine/C0236178,1
17388,hydrochlorothiazide/C0856099,6
17389,glipizide/C0856099,1
17390,levetiracetam/C0427055,29
17391,glipizide/C0427055,4
17392,hydrochlorothiazide/C0221170,2
17393,nicotine/C0427055,9
17394,nicotine/C0856099,4
17395,gabapentin/C0205204,16
17396,dexmedetomidine/C0205204,3
17397,ketorolac/C0205204,2
17398,tobramycin/C2129214,12
17399,tobramycin/C0205204,7
17400,ketorolac/C2129214,4
17401,dexmedetomidine/C0027769,8
17402,zolpidem/C0587246,9
17403,oxcarbazepine/C0587246,1
17404,humalog/C0004093,4
17405,lorazepam/C0587246,23
17406,oxcarbazepine/C0004093,11
17407,humalog/C0587246,1
17408,oxcarbazepine/C0086439,8
17409,potassium/C0853813,3
17410,acetaminophen/C0853813,1
17411,metronidazole/C0853813,2
17412,ciprofloxacin/C0853813,2
17413,pantoprazole/C0853813,3
17414,mirtazapine/C0009806,12
17415,mirtazapine/C2129214,6
17416,baclofen/C2129214,4
17417,ceftazidime/C0009806,12
17418,aztreonam/C0009806,10
17419,ondansetron/C0239340,36
17420,ondansetron/C0574002,29
17421,phenylephrine/C3665346,9
17422,meropenem/C0018681,4
17423,nimodipine/C0344232,3
17424,meropenem/C3665346,1
17425,labetalol/C3665346,6
17426,nimodipine/C0028259,2
17427,indomethacin/C0086439,5
17428,indomethacin/C0553668,13
17429,ziprasidone/C0184567,3
17430,nesiritide/C0039070,4
17431,metronidazole/C0239340,29
17432,valsartan/C0239340,6
17433,cefepime/C0014724,3
17434,labetalol/C0239340,7
17435,valsartan/C0574002,6
17436,atorvastatin/C0205204,28
17437,labetalol/C0235886,8
17438,valsartan/C0235886,7
17439,metronidazole/C0235886,35
17440,fentanyl/C0014724,16
17441,labetalol/C0574002,7
17442,metronidazole/C0574002,25
17443,digoxin/C0003838,2
17444,amiodarone/C0232292,6
17445,atropine/C1704212,4
17446,sevelamer/C0232292,3
17447,fluticasone/C0235744,1
17448,midodrine/C0235744,1
17449,midodrine/C0344232,3
17450,gabapentin/C0232292,2
17451,cisatracurium/C1704212,4
17452,ceftriaxone/C0232292,6
17453,digoxin/C0876998,2
17454,azithromycin/C0232292,7
17455,desmopressin/C1704212,4
17456,glycopyrrolate/C0000737,11
17457,ceftriaxone/C1320474,2
17458,donepezil/C0015970,10
17459,levetiracetam/C1320474,2
17460,esmolol/C0039070,4
17461,clonidine/C0003838,4
17462,atenolol/C0023222,3
17463,mirtazapine/C0023222,2
17464,imipramine/C0344232,3
17465,imipramine/C0856054,1
17466,atenolol/C0876998,2
17467,mirtazapine/C0344232,4
17468,losartan/C0023222,1
17469,gabapentin/C0003838,3
17470,imipramine/C0023222,1
17471,imipramine/C0039070,1
17472,mirtazapine/C0876998,2
17473,imipramine/C0003838,1
17474,haloperidol/C0876998,5
17475,losartan/C0876998,2
17476,mirtazapine/C0003838,2
17477,nicotine/C0856054,11
17478,imipramine/C2004489,2
17479,atropine/C0023222,4
17480,esmolol/C0003838,2
17481,losartan/C0003838,2
17482,mirtazapine/C0039070,10
17483,esmolol/C0344232,3
17484,clonidine/C0876998,4
17485,haloperidol/C0003838,5
17486,atenolol/C0003838,2
17487,terazosin/C0856054,2
17488,gabapentin/C0876998,3
17489,imipramine/C0876998,1
17490,esmolol/C0876998,2
17491,azithromycin/C0020440,14
17492,pravastatin/C1619733,5
17493,sertraline/C0423281,9
17494,pravastatin/C0858219,5
17495,pravastatin/C0423281,5
17496,sertraline/C1619733,9
17497,verapamil/C0020440,2
17498,verapamil/C0030232,4
17499,sertraline/C0231875,14
17500,pravastatin/C0853891,5
17501,sertraline/C0858219,9
17502,verapamil/C0221232,8
17503,pravastatin/C0028259,10
17504,sertraline/C0853891,9
17505,rifaximin/C0232602,4
17506,gemfibrozil/C0028259,4
17507,efavirenz/C0028259,3
17508,tenofovir/C0028259,4
17509,fluoxetine/C0028259,8
17510,ritonavir/C0028259,3
17511,fentanyl/C1096272,3
17512,heparin/C1096272,4
17513,clonidine/C0016204,27
17514,clonidine/C0016199,2
17515,haloperidol/C0016199,8
17516,risperidone/C0232495,3
17517,duloxetine/C0004604,22
17518,trazodone/C0016199,9
17519,omeprazole/C0016199,8
17520,clonidine/C0232495,5
17521,trazodone/C0232495,11
17522,duloxetine/C0016199,2
17523,risperidone/C0016204,4
17524,diazepam/C0016199,9
17525,risperidone/C0016199,2
17526,duloxetine/C0232495,2
17527,ceftriaxone/C0019294,2
17528,ceftriaxone/C0019270,2
17529,lansoprazole/C0019270,2
17530,ceftriaxone/C0877134,2
17531,acyclovir/C0019270,1
17532,lansoprazole/C0877134,2
17533,acyclovir/C0877134,1
17534,acyclovir/C0019294,1
17535,anastrozole/C0034642,2
17536,anastrozole/C0023380,2
17537,anastrozole/C0015970,1
17538,anastrozole/C0553668,3
17539,anastrozole/C0085593,1
17540,anastrozole/C0010200,2
17541,anastrozole/C0239134,2
17542,anastrozole/C0231218,3
17543,anastrozole/C0850149,2
17544,anastrozole/C0004093,1
17545,imatinib/C0231255,1
17546,cyclophosphamide/C0231255,8
17547,cytarabine/C0231255,3
17548,imatinib/C0231218,3
17549,paroxetine/C0039070,9
17550,methotrexate/C0231255,5
17551,leflunomide/C0030193,5
17552,lisinopril/C0003862,8
17553,leflunomide/C0850149,1
17554,leflunomide/C0553668,3
17555,leflunomide/C0003862,1
17556,leflunomide/C0086439,1
17557,milrinone/C0027769,2
17558,phenylephrine/C0027769,20
17559,leflunomide/C0010200,4
17560,leflunomide/C0239134,4
17561,leflunomide/C0234215,2
17562,glycopyrrolate/C0027769,6
17563,leflunomide/C2004489,1
17564,leflunomide/C0231218,5
17565,leflunomide/C0008031,1
17566,nitroglycerin/C0027769,22
17567,metoclopramide/C0003862,6
17568,leflunomide/C0231255,3
17569,leflunomide/C0234238,2
17570,neostigmine/C0027769,6
17571,leflunomide/C0027769,1
17572,leflunomide/C0184567,2
17573,leflunomide/C0034642,2
17574,clonazepam/C0028259,14
17575,linezolid/C0000729,2
17576,tiotropium/C0085594,3
17577,fluoxetine/C0000729,1
17578,fluoxetine/C0042571,6
17579,olanzapine/C0854303,2
17580,tiotropium/C0042571,17
17581,tiotropium/C0221232,13
17582,fluoxetine/C0151786,2
17583,tiotropium/C0030552,4
17584,tiotropium/C0854303,1
17585,ceftazidime/C0015672,9
17586,meropenem/C0854303,1
17587,fluoxetine/C0085594,2
17588,fluoxetine/C0013428,2
17589,meropenem/C0013428,7
17590,tiotropium/C0151786,2
17591,meropenem/C0012833,10
17592,linezolid/C0026821,4
17593,fluoxetine/C0030552,5
17594,fluoxetine/C0012833,11
17595,fluoxetine/C0854303,2
17596,meropenem/C0042571,8
17597,fluoxetine/C0015672,12
17598,niacin/C0221232,3
17599,niacin/C0012833,5
17600,niacin/C0042571,5
17601,risperidone/C0020440,6
17602,diltiazem/C0020440,16
17603,metoprolol/C0221166,4
17604,dofetilide/C0231218,17
17605,labetalol/C0221166,1
17606,citalopram/C0221166,2
17607,dofetilide/C0231255,2
17608,lansoprazole/C0221166,2
17609,dofetilide/C0023380,3
17610,hydralazine/C0221166,2
17611,cefepime/C1704212,7
17612,humalog/C0028259,1
17613,famotidine/C1704212,15
17614,humalog/C0231255,1
17615,diltiazem/C1704212,6
17616,humalog/C1704212,1
17617,voriconazole/C1704212,4
17618,hydroxyurea/C0553668,19
17619,risperidone/C0235710,1
17620,amlodipine/C0235710,17
17621,quetiapine/C1704212,4
17622,milrinone/C0151908,2
17623,oxycodone/C0233844,1
17624,ondansetron/C0239376,1
17625,gabapentin/C0233844,1
17626,sevelamer/C0221161,7
17627,oxycodone/C0158369,2
17628,miconazole/C0231749,9
17629,sevelamer/C0231749,4
17630,sevelamer/C0948786,5
17631,oxycodone/C0239376,2
17632,desmopressin/C0221232,6
17633,gabapentin/C0239376,2
17634,gabapentin/C0158369,2
17635,ondansetron/C0158369,7
17636,ondansetron/C0233844,4
17637,tirofiban/C0033774,1
17638,tirofiban/C0231218,6
17639,heparin/C0018834,9
17640,topiramate/C0032617,1
17641,lorazepam/C0032617,6
17642,topiramate/C1135120,1
17643,hydromorphone/C0032617,3
17644,phenylephrine/C0032617,5
17645,acetaminophen/C0018834,5
17646,fentanyl/C0032617,7
17647,phenylephrine/C0085636,3
17648,levetiracetam/C0085636,4
17649,lorazepam/C0085636,8
17650,phenytoin/C0085636,7
17651,phenylephrine/C0018834,1
17652,potassium/C0018834,6
17653,acetaminophen/C0231613,12
17654,midazolam/C0085636,4
17655,fentanyl/C0018834,1
17656,topiramate/C0085636,1
17657,hydromorphone/C0018834,2
17658,famotidine/C0018834,4
17659,phenytoin/C0231613,4
17660,topiramate/C0018834,1
17661,topiramate/C0007859,1
17662,phenylephrine/C1135120,11
17663,lorazepam/C0018834,2
17664,dexamethasone/C0232488,6
17665,amlodipine/C3665346,3
17666,hydrochlorothiazide/C3665346,1
17667,hydralazine/C3665346,15
17668,captopril/C3665346,2
17669,atorvastatin/C3665346,2
17670,oxycodone/C3665346,1
17671,pilocarpine/C0234238,7
17672,indomethacin/C0476273,10
17673,cisatracurium/C0019209,2
17674,beclomethasone/C0401151,9
17675,clindamycin/C0019209,4
17676,ceftriaxone/C0085636,7
17677,linezolid/C0085636,1
17678,cisatracurium/C0232493,1
17679,penicillin/C0151315,1
17680,salmeterol/C0401151,9
17681,penicillin/C0221170,1
17682,ceftriaxone/C0151315,4
17683,beclomethasone/C0740441,9
17684,penicillin/C0085594,3
17685,cisatracurium/C0221512,1
17686,salmeterol/C0740441,9
17687,cefazolin/C0542476,24
17688,ceftazidime/C1704212,7
17689,valganciclovir/C1704212,1
17690,paroxetine/C0220870,1
17691,valganciclovir/C0028259,4
17692,methylprednisolone/C1704212,11
17693,famotidine/C0019294,8
17694,cefazolin/C0019294,5
17695,propafenone/C0026837,2
17696,temazepam/C0026837,2
17697,buspirone/C0026837,3
17698,pregabalin/C0026837,3
17699,propafenone/C0030193,5
17700,propafenone/C0231218,11
17701,acetaminophen/C0235833,1
17702,potassium/C0235833,2
17703,potassium/C0019284,2
17704,furosemide/C0235833,1
17705,hydralazine/C0235833,1
17706,furosemide/C0019284,1
17707,hydralazine/C0019284,1
17708,acetaminophen/C0019284,1
17709,duloxetine/C0401151,15
17710,duloxetine/C0740441,15
17711,risperidone/C0740441,11
17712,ezetimibe/C0016204,6
17713,risperidone/C0401151,11
17714,risperidone/C2129214,9
17715,haloperidol/C0232495,7
17716,irbesartan/C2004489,3
17717,repaglinide/C0042963,4
17718,rofecoxib/C0231255,6
17719,potassium/C0858765,1
17720,nicotine/C0235886,3
17721,nicotine/C0239340,4
17722,nicotine/C0574002,3
17723,ibuprofen/C0858765,1
17724,metoprolol/C0858765,1
17725,heparin/C0858765,1
17726,furosemide/C0858765,1
17727,nicotine/C0858765,1
17728,acetaminophen/C0858765,1
17729,haloperidol/C1260922,4
17730,gabapentin/C1260922,2
17731,citalopram/C0425492,2
17732,nitroglycerin/C1260922,3
17733,haloperidol/C0425492,4
17734,gabapentin/C0425492,2
17735,nitroglycerin/C0425492,3
17736,citalopram/C1260922,2
17737,fluconazole/C1504383,26
17738,midodrine/C0085594,3
17739,fluconazole/C0241136,27
17740,fluconazole/C0037274,35
17741,rifaximin/C0085594,4
17742,octreotide/C0085594,2
17743,fluconazole/C0000729,1
17744,fluconazole/C0026821,7
17745,fluconazole/C0863084,35
17746,pamidronate/C2004489,7
17747,dexamethasone/C0232495,3
17748,pamidronate/C0030196,1
17749,amiodarone/C0030196,11
17750,dexamethasone/C0030196,2
17751,pamidronate/C0232495,2
17752,sevelamer/C0024790,12
17753,phenylephrine/C0030196,8
17754,amiodarone/C0232495,12
17755,sevelamer/C0030196,5
17756,pamidronate/C0024790,1
17757,sevelamer/C0232495,7
17758,dexamethasone/C0024790,11
17759,alprazolam/C1321898,8
17760,pregabalin/C0859032,4
17761,rifaximin/C0042571,11
17762,oseltamivir/C0085624,1
17763,midodrine/C0012833,10
17764,oseltamivir/C0859032,2
17765,alprazolam/C0012833,12
17766,ciprofloxacin/C0085624,15
17767,lansoprazole/C0085624,10
17768,alprazolam/C0235886,7
17769,pregabalin/C0023380,12
17770,alprazolam/C0085624,3
17771,midodrine/C0859032,5
17772,diltiazem/C0239833,4
17773,midodrine/C0042571,8
17774,pregabalin/C0042571,3
17775,sevelamer/C0239833,2
17776,rifaximin/C0012833,12
17777,gabapentin/C0239833,3
17778,oseltamivir/C0235886,3
17779,pregabalin/C0553668,26
17780,oseltamivir/C0231255,12
17781,oseltamivir/C0037011,4
17782,pregabalin/C0085593,7
17783,pregabalin/C0033774,6
17784,midodrine/C0026821,8
17785,pregabalin/C2129214,7
17786,topiramate/C0232602,1
17787,alprazolam/C0042571,11
17788,midodrine/C0239819,2
17789,rifaximin/C0542476,6
17790,rifaximin/C0239833,1
17791,oxycodone/C0239833,6
17792,alprazolam/C0239819,1
17793,lansoprazole/C1321898,18
17794,rifaximin/C0239819,1
17795,midodrine/C0037011,9
17796,cefepime/C0085624,5
17797,topiramate/C0239833,1
17798,pregabalin/C0012833,4
17799,oxycodone/C0239819,3
17800,oseltamivir/C1321898,4
17801,midodrine/C0542476,5
17802,rifaximin/C0037011,4
17803,lansoprazole/C0012833,13
17804,midodrine/C0085624,5
17805,fluconazole/C0858219,8
17806,atorvastatin/C0026825,1
17807,voriconazole/C0026825,1
17808,salmeterol/C0026825,1
17809,salmeterol/C0587246,1
17810,fluconazole/C0423281,8
17811,furosemide/C0026825,1
17812,heparin/C0026825,7
17813,pantoprazole/C0026825,7
17814,fluticasone/C0587246,2
17815,fluconazole/C0587246,3
17816,metoprolol/C0026825,8
17817,fluconazole/C1619733,8
17818,salmeterol/C0004093,7
17819,fluticasone/C0026825,2
17820,fluconazole/C0026825,2
17821,fluconazole/C0853891,8
17822,tobramycin/C0232487,2
17823,rifaximin/C0026837,10
17824,metolazone/C1291077,1
17825,rifaximin/C0015970,13
17826,octreotide/C0235108,7
17827,haloperidol/C0041582,6
17828,neostigmine/C0026961,1
17829,nitroglycerin/C0026961,6
17830,glycopyrrolate/C0026961,1
17831,cisatracurium/C0858219,3
17832,cisatracurium/C1619733,3
17833,metronidazole/C0687713,7
17834,aztreonam/C0221232,14
17835,alprazolam/C0239340,5
17836,linezolid/C0853891,6
17837,cisatracurium/C0687713,1
17838,meropenem/C0687713,3
17839,tiotropium/C0232488,2
17840,linezolid/C1619733,6
17841,cisatracurium/C0027497,17
17842,metoclopramide/C0036396,10
17843,cisatracurium/C0853891,3
17844,linezolid/C0858219,6
17845,linezolid/C0423281,6
17846,rifaximin/C0232498,5
17847,cisatracurium/C0423281,3
17848,metronidazole/C0036396,19
17849,desmopressin/C0232488,5
17850,alprazolam/C0574002,4
17851,rifaximin/C0344232,1
17852,linezolid/C0687713,2
17853,aztreonam/C0344232,3
17854,milrinone/C0007859,3
17855,tramadol/C0232292,6
17856,desmopressin/C0007859,4
17857,nitroglycerin/C0232292,24
17858,midazolam/C0232292,7
17859,milrinone/C0232292,3
17860,desmopressin/C0232292,1
17861,fentanyl/C0232292,12
17862,metronidazole/C0232292,4
17863,milrinone/C0000737,14
17864,desmopressin/C0184567,15
17865,zolpidem/C0016512,3
17866,tamsulosin/C0016199,3
17867,lisinopril/C0016512,8
17868,ceftriaxone/C0016199,9
17869,lisinopril/C0016199,6
17870,ceftriaxone/C0016512,5
17871,gabapentin/C0030232,14
17872,gabapentin/C0085624,18
17873,fluticasone/C0085624,1
17874,dexmedetomidine/C0235710,3
17875,dexmedetomidine/C0085624,8
17876,fluticasone/C0235710,7
17877,fluoxetine/C0085624,3
17878,zonisamide/C0234369,1
17879,zonisamide/C0042963,5
17880,tizanidine/C0037274,3
17881,baclofen/C0041834,13
17882,fluconazole/C0036396,2
17883,baclofen/C0233763,2
17884,oxybutynin/C0036396,1
17885,bupropion/C0233763,2
17886,baclofen/C0015970,6
17887,tizanidine/C0863084,3
17888,tizanidine/C0242429,1
17889,tizanidine/C0241136,3
17890,buspirone/C0036396,1
17891,buspirone/C0015970,2
17892,gabapentin/C0233763,6
17893,tizanidine/C1504383,3
17894,tizanidine/C0085593,1
17895,tizanidine/C0233763,1
17896,buspirone/C0041834,4
17897,glipizide/C0028643,1
17898,glipizide/C0235299,2
17899,nicotine/C0876998,1
17900,diazepam/C0020175,7
17901,diazepam/C0876998,4
17902,nicotine/C0003838,1
17903,diazepam/C0003838,4
17904,nicotine/C0020175,9
17905,rofecoxib/C0008031,1
17906,rofecoxib/C0030193,2
17907,metformin/C0033774,10
17908,nicardipine/C0034642,10
17909,hydrochlorothiazide/C0004134,17
17910,dexmedetomidine/C0034642,26
17911,tramadol/C0232498,5
17912,naproxen/C0281856,3
17913,diazepam/C0425449,2
17914,oxcarbazepine/C0700590,1
17915,naproxen/C0085631,4
17916,oxcarbazepine/C0184567,3
17917,gabapentin/C0700590,15
17918,oxycodone/C0027769,9
17919,oxcarbazepine/C0281856,2
17920,diazepam/C0232495,7
17921,naproxen/C0184567,3
17922,haloperidol/C0037384,8
17923,oxcarbazepine/C0234238,9
17924,diazepam/C0007815,7
17925,diazepam/C0233763,27
17926,diazepam/C0235108,15
17927,gabapentin/C0151826,1
17928,naproxen/C0004604,6
17929,naproxen/C0233763,1
17930,tramadol/C0234369,4
17931,oxcarbazepine/C0085631,13
17932,quetiapine/C0235108,8
17933,tramadol/C0027769,8
17934,diazepam/C0281856,16
17935,acetaminophen/C0425449,21
17936,famotidine/C0700590,52
17937,diazepam/C0151826,1
17938,diazepam/C0027769,10
17939,diazepam/C0037384,6
17940,fluoxetine/C0700590,2
17941,naproxen/C0040822,1
17942,diazepam/C0231856,3
17943,loperamide/C0034642,19
17944,ganciclovir/C1704212,2
17945,ganciclovir/C0231856,1
17946,cefepime/C0231856,1
17947,methylprednisolone/C0231856,4
17948,potassium/C0231856,24
17949,amiodarone/C0231856,7
17950,tamsulosin/C0235848,1
17951,milrinone/C0027066,2
17952,nitroglycerin/C0027066,2
17953,tamsulosin/C0015468,1
17954,ondansetron/C0278151,8
17955,neostigmine/C0009024,1
17956,ondansetron/C0015467,8
17957,tamsulosin/C0015467,1
17958,phenylephrine/C0009024,5
17959,milrinone/C0015468,3
17960,fosphenytoin/C0015467,4
17961,ondansetron/C0009024,6
17962,metoclopramide/C0027066,2
17963,fosphenytoin/C0278151,4
17964,fosphenytoin/C0235848,1
17965,metoclopramide/C0009024,4
17966,tamsulosin/C0278151,1
17967,cefazolin/C0027066,2
17968,milrinone/C0009024,2
17969,milrinone/C0278151,3
17970,fosphenytoin/C0015468,4
17971,glycopyrrolate/C0009024,1
17972,milrinone/C0015467,3
17973,potassium/C0009024,31
17974,ondansetron/C0751495,14
17975,nitroglycerin/C0009024,2
17976,neostigmine/C0027066,1
17977,cefazolin/C0009024,2
17978,ondansetron/C0149958,14
17979,tamsulosin/C0009024,1
17980,tamsulosin/C0027066,1
17981,simvastatin/C0027066,5
17982,ondansetron/C0494475,14
17983,glycopyrrolate/C0027066,1
17984,nitroglycerin/C2242996,15
17985,captopril/C2242996,4
17986,diazepam/C0016512,7
17987,diazepam/C0239833,3
17988,phenytoin/C0037011,23
17989,hydralazine/C0041582,7
17990,hydralazine/C0239833,2
17991,phenytoin/C0016512,5
17992,phenytoin/C0231749,6
17993,phenylephrine/C0006625,4
17994,ciprofloxacin/C0006625,9
17995,valsartan/C0232487,3
17996,diltiazem/C0231749,5
17997,amiodarone/C0231749,14
17998,colchicine/C0232487,2
17999,fexofenadine/C0232487,2
18000,colchicine/C0002962,7
18001,fexofenadine/C0002962,5
18002,mirtazapine/C0030232,3
18003,mirtazapine/C0016167,1
18004,mirtazapine/C0858854,1
18005,digoxin/C0016167,1
18006,omeprazole/C0858854,3
18007,cefepime/C0858854,10
18008,mirtazapine/C0543392,4
18009,olanzapine/C0543392,4
18010,olanzapine/C0016167,1
18011,acetaminophen/C0016167,10
18012,fentanyl/C0016167,6
18013,pantoprazole/C0016167,4
18014,midazolam/C0016167,4
18015,diazepam/C0158328,1
18016,diazepam/C0231528,13
18017,pantoprazole/C0158328,2
18018,fexofenadine/C0158328,1
18019,zonisamide/C0231528,1
18020,zonisamide/C0158328,1
18021,fluconazole/C0038450,9
18022,dexamethasone/C0019825,11
18023,omeprazole/C1282799,1
18024,diltiazem/C0030846,2
18025,simvastatin/C1282799,1
18026,diltiazem/C1282799,2
18027,metoprolol/C1282799,1
18028,omeprazole/C0030846,1
18029,metoclopramide/C1282799,1
18030,ondansetron/C1282799,1
18031,furosemide/C1282799,1
18032,diazepam/C0002962,9
18033,metronidazole/C0575081,2
18034,potassium/C0231688,15
18035,fluticasone/C0575081,2
18036,fluticasone/C1142034,2
18037,ceftriaxone/C0575081,4
18038,potassium/C0575081,15
18039,ceftriaxone/C1142034,4
18040,ceftriaxone/C0231688,4
18041,metronidazole/C1142034,2
18042,potassium/C1142034,15
18043,metronidazole/C0231688,2
18044,fluticasone/C0231688,2
18045,metoclopramide/C0240449,7
18046,azithromycin/C0240449,1
18047,aztreonam/C0240449,1
18048,potassium/C0240449,15
18049,hydromorphone/C0026961,13
18050,dexmedetomidine/C0858854,3
18051,nicardipine/C0858854,5
18052,dexmedetomidine/C0026961,4
18053,clarithromycin/C0004604,4
18054,rifabutin/C0231218,5
18055,rifabutin/C0004604,1
18056,rifabutin/C0231255,3
18057,rifabutin/C0030193,5
18058,diltiazem/C0007859,13
18059,ibutilide/C2004489,3
18060,doxazosin/C0008031,11
18061,ibutilide/C0231218,5
18062,cisatracurium/C0042571,2
18063,cisatracurium/C0028643,2
18064,midazolam/C0013428,17
18065,pantoprazole/C0857112,7
18066,lorazepam/C0023218,6
18067,cisatracurium/C0023218,1
18068,potassium/C0857112,11
18069,midazolam/C0023218,3
18070,fentanyl/C0023218,3
18071,pantoprazole/C0023218,13
18072,cisatracurium/C0013428,2
18073,cisatracurium/C0857112,5
18074,cisatracurium/C0543392,1
18075,fentanyl/C0857112,12
18076,lorazepam/C0857112,11
18077,cisatracurium/C0012833,1
18078,nesiritide/C0235108,2
18079,milrinone/C0039070,8
18080,simvastatin/C0027769,17
18081,atenolol/C0232493,2
18082,atenolol/C0221512,3
18083,atenolol/C0235299,11
18084,metoclopramide/C0013395,7
18085,citalopram/C0221512,9
18086,ibuprofen/C0221512,4
18087,sotalol/C0028259,5
18088,brimonidine/C0856054,5
18089,sotalol/C0856054,2
18090,ibuprofen/C0344232,6
18091,brimonidine/C0008031,16
18092,sotalol/C0344232,2
18093,brimonidine/C0232493,1
18094,labetalol/C0232493,9
18095,citalopram/C0232493,7
18096,brimonidine/C0221512,1
18097,ceftazidime/C0232493,2
18098,sotalol/C0232493,1
18099,ceftriaxone/C0232493,8
18100,ceftazidime/C0221512,2
18101,hydralazine/C0232493,13
18102,ceftriaxone/C0221512,8
18103,sotalol/C0221512,1
18104,ibuprofen/C0232493,3
18105,metolazone/C0016204,3
18106,baclofen/C0856054,5
18107,baclofen/C0020175,1
18108,atorvastatin/C0242453,3
18109,amlodipine/C0242453,1
18110,metoclopramide/C0242453,3
18111,omeprazole/C0242453,2
18112,fenofibrate/C0235710,1
18113,glycopyrrolate/C0242453,1
18114,ondansetron/C0242453,2
18115,nitroglycerin/C0242453,3
18116,fenofibrate/C0242453,1
18117,niacin/C0242453,1
18118,acetaminophen/C0242453,6
18119,fenofibrate/C0234215,1
18120,neostigmine/C0242453,1
18121,metoprolol/C0242453,5
