,unex_pair,freq
17216,tacrolimus/C0221512,1
17217,fluconazole/C0426390,1
17218,methylprednisolone/C0232493,3
17219,fluconazole/C0232495,3
17220,milrinone/C0232493,2
17221,valganciclovir/C0085624,3
17222,methylprednisolone/C0426390,2
17223,tacrolimus/C0085624,3
17224,brimonidine/C0235886,3
17225,brimonidine/C0086439,14
17226,methocarbamol/C0004093,2
17227,methocarbamol/C0023380,3
17228,methocarbamol/C0231255,2
17229,methocarbamol/C0085631,2
17230,nevirapine/C0232695,1
17231,nevirapine/C0002962,1
17232,nevirapine/C0039070,1
17233,nevirapine/C0008031,1
17234,scopolamine/C0740441,3
17235,scopolamine/C0856099,5
17236,scopolamine/C0040822,3
17237,scopolamine/C0004093,7
17238,scopolamine/C0401151,3
17239,atropine/C0221170,3
17240,atropine/C0856099,4
17241,indomethacin/C0553668,1
17242,levetiracetam/C0239266,1
17243,metoclopramide/C0239266,2
17244,latanoprost/C0239377,3
17245,latanoprost/C0239266,1
17246,carbamazepine/C0239266,1
17247,carbamazepine/C0239377,1
17248,acetaminophen/C0239266,6
17249,amiodarone/C0239266,1
17250,nitroglycerin/C0239266,3
17251,carbamazepine/C0221161,2
17252,indomethacin/C0033774,1
17253,carbamazepine/C0040822,3
17254,latanoprost/C0221161,4
17255,latanoprost/C0333243,7
17256,hydralazine/C0239266,3
17257,bupivacaine/C0040822,9
17258,carbamazepine/C0333243,1
17259,bupivacaine/C0856099,1
17260,phenylephrine/C0239266,1
17261,indomethacin/C0853891,1
17262,indomethacin/C1619733,1
17263,indomethacin/C0858219,1
17264,indomethacin/C0423281,1
17265,indomethacin/C0184567,1
17266,propafenone/C0006625,1
17267,propafenone/C0239134,2
17268,propafenone/C0015672,1
17269,propafenone/C0010200,2
17270,propafenone/C0553668,2
17271,lorazepam/C0239885,3
17272,zolpidem/C0239885,3
17273,cefazolin/C0235706,2
17274,omeprazole/C0235299,6
17275,pravastatin/C0239885,1
17276,pravastatin/C0235706,2
17277,tamsulosin/C0235706,2
17278,tamsulosin/C0239885,1
17279,omeprazole/C0239885,3
17280,pravastatin/C0235299,2
17281,trazodone/C0235706,5
17282,lisinopril/C0023222,4
17283,finasteride/C0002962,3
17284,cefpodoxime/C0030193,4
17285,irbesartan/C0028259,1
17286,doxepin/C0016382,1
17287,doxepin/C0231255,2
17288,irbesartan/C0016382,1
17289,irbesartan/C0231255,2
17290,doxepin/C0028259,1
17291,irbesartan/C2004489,2
17292,heparin/C0019214,1
17293,metoclopramide/C0019214,1
17294,nadolol/C0039070,3
17295,ciprofloxacin/C0019214,1
17296,fluconazole/C0019214,2
17297,nadolol/C0856054,1
17298,amlodipine/C1168188,1
17299,hydralazine/C0027424,4
17300,captopril/C1168188,1
17301,famotidine/C0027424,4
17302,cefazolin/C1168188,3
17303,amlodipine/C0018681,4
17304,cefazolin/C0027424,2
17305,captopril/C0018681,2
17306,phenytoin/C0027424,1
17307,amlodipine/C0027424,4
17308,tamsulosin/C0426390,1
17309,cefazolin/C0854303,3
17310,phenytoin/C0232849,1
17311,tamsulosin/C0232849,2
17312,cefazolin/C0426390,1
17313,oxybutynin/C0854303,1
17314,metoprolol/C0232849,3
17315,oxycodone/C0232849,1
17316,oxycodone/C0854303,7
17317,hydralazine/C0232849,1
17318,oxybutynin/C0027497,7
17319,oxybutynin/C0151786,1
17320,oxybutynin/C0232849,3
17321,cefazolin/C0151786,5
17322,cefazolin/C0232849,1
17323,pantoprazole/C0152032,1
17324,risperidone/C0003838,1
17325,lisinopril/C0232495,5
17326,risperidone/C0232498,1
17327,fluoxetine/C0876998,1
17328,risperidone/C0876998,1
17329,risperidone/C0740441,6
17330,fluoxetine/C0232498,1
17331,lisinopril/C0232498,4
17332,risperidone/C0401151,6
17333,fluoxetine/C0003838,1
17334,timolol/C0851578,3
17335,allopurinol/C1262141,4
17336,allopurinol/C0037317,4
17337,latanoprost/C0851578,2
17338,timolol/C0039070,1
17339,latanoprost/C0037317,2
17340,latanoprost/C1262141,2
17341,timolol/C0037317,3
17342,timolol/C1262141,3
17343,allopurinol/C0015672,13
17344,timolol/C0184567,11
17345,allopurinol/C0851578,4
17346,loperamide/C0027769,1
17347,allopurinol/C0024031,5
17348,ceftazidime/C0085593,2
17349,topiramate/C0221232,5
17350,topiramate/C0043144,3
17351,carvedilol/C0037011,1
17352,carvedilol/C1704212,3
17353,dofetilide/C0030193,6
17354,dofetilide/C0221232,2
17355,atorvastatin/C0235309,4
17356,phenytoin/C0235309,1
17357,tramadol/C0542476,6
17358,ketorolac/C0542476,4
17359,miconazole/C0221512,4
17360,famotidine/C0522153,1
17361,miconazole/C0522153,1
17362,famotidine/C0235639,2
17363,furosemide/C0522153,4
17364,famotidine/C0221512,8
17365,miconazole/C0235639,1
17366,digoxin/C0232493,1
17367,digoxin/C0221512,1
17368,clopidogrel/C0221512,4
17369,clopidogrel/C0232493,4
17370,metronidazole/C0426390,4
17371,metronidazole/C0232849,1
17372,midodrine/C0426390,1
17373,cefepime/C0426390,1
17374,cefepime/C0232849,1
17375,rifaximin/C0085624,1
17376,rifaximin/C0426390,1
17377,ceftriaxone/C0016199,2
17378,brimonidine/C0235108,2
17379,cyclobenzaprine/C0235108,2
17380,cyclobenzaprine/C1704212,2
17381,alprazolam/C0423281,1
17382,alprazolam/C1619733,1
17383,alprazolam/C0232493,1
17384,alprazolam/C0853891,1
17385,alprazolam/C0858219,1
17386,alprazolam/C0221512,1
17387,valsartan/C0344232,1
17388,clindamycin/C0344232,5
17389,carvedilol/C0013132,2
17390,carvedilol/C0344232,3
17391,carvedilol/C0427055,5
17392,carvedilol/C0859032,4
17393,cisatracurium/C0392674,3
17394,losartan/C0028961,5
17395,losartan/C0859032,3
17396,milrinone/C0039070,4
17397,metronidazole/C0392674,4
17398,midazolam/C0392674,12
17399,fluticasone/C0231749,6
17400,omeprazole/C0221512,2
17401,fluticasone/C0232493,5
17402,omeprazole/C0231749,3
17403,fluticasone/C0221512,6
17404,omeprazole/C0232493,2
17405,mirtazapine/C0231875,3
17406,potassium/C0241235,6
17407,famotidine/C0241235,6
17408,labetalol/C0241235,1
17409,fentanyl/C0241235,6
17410,furosemide/C0241235,4
17411,phenytoin/C0241235,1
17412,fluticasone/C0151827,1
17413,phenylephrine/C0151827,3
17414,nitroglycerin/C0151827,2
17415,potassium/C0151827,8
17416,atorvastatin/C0151827,3
17417,fexofenadine/C0151827,1
17418,fluoxetine/C0232488,2
17419,amlodipine/C0854303,3
17420,amlodipine/C0151786,6
17421,phenylephrine/C0019270,9
17422,tramadol/C0037011,5
17423,glycopyrrolate/C0877134,4
17424,gabapentin/C1704212,5
17425,glycopyrrolate/C0232488,1
17426,potassium/C0877134,12
17427,glycopyrrolate/C0019294,6
17428,tramadol/C0232488,1
17429,tramadol/C1704212,3
17430,potassium/C0019270,12
17431,glycopyrrolate/C0019270,4
17432,glycopyrrolate/C1704212,2
17433,phenylephrine/C0877134,9
17434,glycopyrrolate/C0037011,10
17435,donepezil/C0027769,2
17436,eptifibatide/C0221201,1
17437,ondansetron/C0221201,2
17438,donepezil/C0233763,1
17439,donepezil/C0235710,2
17440,mirtazapine/C0221201,1
17441,metoprolol/C0221201,4
17442,mirtazapine/C0233763,2
17443,tolterodine/C0234215,4
17444,eptifibatide/C0234215,7
17445,nitroglycerin/C0221201,3
17446,atorvastatin/C0221201,2
17447,tolterodine/C0027769,1
17448,donepezil/C0015672,2
17449,tolterodine/C0233763,1
17450,donepezil/C0221201,1
17451,quetiapine/C0235710,1
17452,eptifibatide/C0233763,1
17453,eptifibatide/C0027769,1
17454,mirtazapine/C0015672,3
17455,tolterodine/C0041834,3
17456,mirtazapine/C0235710,2
17457,eptifibatide/C0235710,4
17458,quetiapine/C0221201,1
17459,tolterodine/C0085631,5
17460,tolterodine/C0221201,1
17461,atorvastatin/C0233763,4
17462,tolterodine/C0034642,4
17463,tolterodine/C0235710,1
17464,eptifibatide/C0041834,5
17465,mirtazapine/C0027769,1
17466,clopidogrel/C0221201,2
17467,atropine/C1619733,4
17468,metoprolol/C0423636,3
17469,captopril/C0858219,6
17470,colchicine/C0037011,2
17471,colchicine/C0003862,1
17472,captopril/C0423281,6
17473,atropine/C0858219,4
17474,eptifibatide/C0037384,2
17475,eptifibatide/C0423636,1
17476,captopril/C1619733,6
17477,captopril/C0003862,4
17478,atropine/C0853891,4
17479,atropine/C0423281,4
17480,tamsulosin/C0037384,1
17481,atropine/C0003862,2
17482,tamsulosin/C0003862,2
17483,captopril/C0853891,6
17484,clopidogrel/C0003862,5
17485,methylprednisolone/C0743323,3
17486,azithromycin/C0743323,3
17487,risperidone/C0009806,3
17488,diltiazem/C0743323,1
17489,risperidone/C0743323,1
17490,lansoprazole/C0743323,1
17491,ceftriaxone/C0038450,4
17492,dexamethasone/C0038450,9
17493,digoxin/C0038450,2
17494,fluticasone/C0038450,2
17495,carvedilol/C0038450,2
17496,cyclobenzaprine/C0042571,1
17497,cyclobenzaprine/C0012833,1
17498,valsartan/C0012833,2
17499,valsartan/C0042571,2
17500,ketorolac/C0014724,3
17501,fluconazole/C0014724,2
17502,olanzapine/C0014724,2
17503,adenosine/C0085593,1
17504,adenosine/C0234215,3
17505,ketorolac/C0221512,1
17506,adenosine/C0035508,3
17507,glipizide/C0859032,4
17508,lansoprazole/C0232493,6
17509,sevelamer/C0232493,2
17510,lansoprazole/C0221512,5
17511,ketorolac/C0232493,1
17512,sevelamer/C0221512,1
17513,quinidine/C0553668,3
17514,quinidine/C0234238,3
17515,quinidine/C0231218,3
17516,haloperidol/C0562483,2
17517,metoclopramide/C0562483,5
17518,lansoprazole/C0562483,3
17519,amiodarone/C0562483,4
17520,omeprazole/C0751295,3
17521,ceftazidime/C0751295,1
17522,phenytoin/C0151310,1
17523,ceftazidime/C0151310,1
17524,oxybutynin/C0085593,4
17525,sertraline/C0016512,1
17526,capsaicin/C0016512,1
17527,miconazole/C0016512,3
17528,fluticasone/C0016512,1
17529,capsaicin/C0085593,1
17530,montelukast/C0016512,1
17531,nadolol/C0521172,1
17532,rifaximin/C0521172,1
17533,nadolol/C0085631,6
17534,brimonidine/C0004093,11
17535,brimonidine/C0027497,8
17536,losartan/C0042963,10
17537,losartan/C0002962,4
17538,brimonidine/C0004134,6
17539,brimonidine/C0242429,1
17540,amlodipine/C0242429,6
17541,brimonidine/C0232695,2
17542,losartan/C0242429,2
17543,hydrochlorothiazide/C0242429,1
17544,scopolamine/C0850149,2
17545,losartan/C0037274,3
17546,losartan/C1504383,3
17547,losartan/C0241136,3
17548,losartan/C0004604,2
17549,losartan/C0392674,1
17550,losartan/C0027497,6
17551,losartan/C0863084,3
17552,ceftriaxone/C0239819,2
17553,penicillin/C1504383,4
17554,penicillin/C0863084,4
17555,penicillin/C0037274,4
17556,penicillin/C0023380,5
17557,penicillin/C0241136,4
17558,penicillin/C0035508,8
17559,nicardipine/C0151315,2
17560,nicardipine/C0221170,4
17561,nicardipine/C0085636,2
17562,ceftazidime/C1704212,4
17563,furosemide/C0158252,2
17564,pantoprazole/C0158252,5
17565,olanzapine/C0158252,1
17566,milrinone/C0015644,6
17567,furosemide/C0015467,3
17568,milrinone/C0015467,1
17569,metoprolol/C0009024,10
17570,milrinone/C0231530,6
17571,milrinone/C0015468,1
17572,furosemide/C0009024,5
17573,furosemide/C0015468,7
17574,furosemide/C0278151,3
17575,metoprolol/C0027066,7
17576,milrinone/C0278151,1
17577,metolazone/C0000737,7
17578,dipyridamole/C0000737,1
17579,metolazone/C0235108,4
17580,dipyridamole/C0231255,1
17581,dipyridamole/C0030193,3
17582,tacrolimus/C0235108,2
17583,metolazone/C0231255,9
17584,dipyridamole/C0235108,1
17585,dipyridamole/C0184567,1
17586,tizanidine/C0008033,1
17587,salmeterol/C0863084,2
17588,salmeterol/C0037274,2
17589,salmeterol/C0007859,2
17590,salmeterol/C1504383,2
17591,meropenem/C0008033,2
17592,salmeterol/C0241136,2
17593,tizanidine/C0008031,3
17594,lamotrigine/C0236071,1
17595,cefpodoxime/C0015672,1
17596,cefpodoxime/C0231218,4
17597,lamotrigine/C0085593,2
17598,cefpodoxime/C0236071,1
17599,levetiracetam/C0085593,9
17600,cefpodoxime/C0085593,1
17601,levetiracetam/C0236071,1
17602,neostigmine/C0000737,4
17603,pravastatin/C0574068,1
17604,paroxetine/C0401151,8
17605,nitroglycerin/C0020175,6
17606,duloxetine/C0015970,5
17607,pravastatin/C0234215,11
17608,methylprednisolone/C0562483,4
17609,duloxetine/C0562483,1
17610,pravastatin/C0020175,1
17611,nitroglycerin/C0232292,10
17612,metoclopramide/C0574068,2
17613,paroxetine/C0740441,8
17614,duloxetine/C0004604,7
17615,duloxetine/C0232292,1
17616,ramipril/C0086439,4
17617,midazolam/C0235710,8
17618,duloxetine/C0020175,1
17619,methylprednisolone/C0235710,5
17620,duloxetine/C0231875,6
17621,duloxetine/C0028259,1
17622,paroxetine/C0574068,2
17623,midazolam/C0232292,2
17624,pravastatin/C0562483,1
17625,pravastatin/C0235710,5
17626,labetalol/C0574068,3
17627,fentanyl/C0232292,5
17628,pravastatin/C0232292,2
17629,metoclopramide/C0232292,7
17630,ramipril/C2004489,4
17631,citalopram/C0024031,7
17632,atropine/C0015672,4
17633,atropine/C0027796,2
17634,fluvoxamine/C0004134,1
17635,fluvoxamine/C0030193,2
17636,fluvoxamine/C0016204,1
17637,fluvoxamine/C0333243,1
17638,quetiapine/C0205204,6
17639,fluvoxamine/C0235886,1
17640,fluvoxamine/C0234238,1
17641,fluvoxamine/C2242996,1
17642,fluvoxamine/C0700590,2
17643,quetiapine/C2242996,1
17644,fluvoxamine/C2129214,1
17645,fluvoxamine/C0401151,1
17646,captopril/C0205204,4
17647,fluvoxamine/C0024790,1
17648,fluvoxamine/C0740441,1
17649,captopril/C2242996,1
17650,milrinone/C0015970,4
17651,fluvoxamine/C0205204,1
17652,captopril/C0235886,5
17653,fluvoxamine/C0033774,2
17654,digoxin/C2242996,1
17655,fluvoxamine/C0034642,1
17656,dantrolene/C0009024,1
17657,dantrolene/C0239134,1
17658,zolpidem/C0020175,6
17659,dantrolene/C0010200,1
17660,dantrolene/C0231218,1
17661,miconazole/C0020175,9
17662,dantrolene/C0085631,1
17663,hydralazine/C0009024,4
17664,pravastatin/C0344232,5
17665,cisatracurium/C0948786,5
17666,clonidine/C0850149,13
17667,cisatracurium/C0231874,2
17668,clonidine/C0859032,8
17669,azathioprine/C0030193,6
17670,azathioprine/C0085631,4
17671,azathioprine/C0184567,1
17672,cefazolin/C0522251,1
17673,vinorelbine/C0231255,1
17674,phenytoin/C0231874,5
17675,dexamethasone/C0231874,1
17676,vinorelbine/C0553668,1
17677,levetiracetam/C0231874,3
17678,dexamethasone/C0281856,5
17679,tobramycin/C0024031,1
17680,tobramycin/C0007859,1
17681,penicillin/C0016382,6
17682,penicillin/C0033774,4
17683,atenolol/C0850149,4
17684,penicillin/C0850149,1
17685,atenolol/C0184567,10
17686,atenolol/C0033774,6
17687,lanthanum/C0020440,1
17688,methylprednisolone/C0003862,4
17689,amiodarone/C1135120,4
17690,methylprednisolone/C1135120,4
17691,amiodarone/C0003862,5
17692,fluoxetine/C0014724,1
17693,metoclopramide/C0013395,5
17694,cinacalcet/C0014724,1
17695,ketorolac/C0740441,10
17696,ketorolac/C0401151,10
17697,cefazolin/C0013395,1
17698,ropinirole/C0239819,1
17699,clonazepam/C0344232,4
17700,tramadol/C0019209,1
17701,phenytoin/C0020175,2
17702,ceftriaxone/C0024790,10
17703,amiodarone/C0019825,5
17704,citalopram/C0019825,3
17705,meropenem/C0019825,3
17706,acyclovir/C0019825,4
17707,clindamycin/C0012833,2
17708,clindamycin/C0042571,3
17709,clindamycin/C0221232,7
17710,clindamycin/C0026821,2
17711,prasugrel/C0231255,1
17712,haloperidol/C0036396,3
17713,latanoprost/C0151786,2
17714,brimonidine/C0854303,3
17715,labetalol/C0854303,5
17716,brimonidine/C0151786,3
17717,verapamil/C0151786,1
17718,verapamil/C0700590,1
17719,dorzolamide/C0151786,1
17720,latanoprost/C0854303,2
17721,verapamil/C0854303,1
17722,dorzolamide/C0854303,1
17723,quinapril/C0015970,2
17724,nifedipine/C0034642,9
17725,gemfibrozil/C0184567,2
17726,quinapril/C0184567,2
17727,quinapril/C0234238,2
17728,quinapril/C0034642,1
17729,quinapril/C0234215,1
17730,lorazepam/C0151465,2
17731,quetiapine/C0151465,1
17732,ceftriaxone/C0151465,1
17733,famotidine/C0151465,1
17734,sertraline/C0151465,1
17735,nitroglycerin/C0235162,1
17736,atropine/C0235162,3
17737,ondansetron/C0235162,7
17738,milrinone/C0026821,3
17739,meropenem/C0427055,4
17740,clonidine/C0037274,11
17741,clonidine/C0863084,11
17742,nicotine/C0231749,1
17743,nicotine/C0235706,2
17744,oxycodone/C0235848,3
17745,carbamazepine/C0863084,2
17746,carbamazepine/C0392674,1
17747,carbamazepine/C0037274,2
17748,lisinopril/C0854303,2
17749,brimonidine/C0028961,8
17750,latanoprost/C0085593,4
17751,amlodipine/C0851578,4
17752,sevelamer/C1262141,2
17753,ondansetron/C0035305,1
17754,brimonidine/C0035305,1
17755,brimonidine/C1262141,1
17756,ciprofloxacin/C0851578,7
17757,timolol/C0035305,1
17758,ciprofloxacin/C1262141,7
17759,cefepime/C0030196,2
17760,timolol/C0012833,2
17761,amlodipine/C0850149,16
17762,brimonidine/C0042571,4
17763,oxycodone/C0037317,5
17764,brimonidine/C0037317,1
17765,amlodipine/C0035305,1
17766,latanoprost/C0003862,1
17767,amlodipine/C0030196,2
17768,brimonidine/C0850149,4
17769,brimonidine/C0851578,1
17770,timolol/C0030196,2
17771,amlodipine/C0037317,4
17772,ciprofloxacin/C0035305,2
17773,latanoprost/C0042571,4
17774,latanoprost/C0035305,1
17775,amlodipine/C1262141,4
17776,oxycodone/C1262141,5
17777,amlodipine/C0085593,11
17778,brimonidine/C0012833,4
17779,ciprofloxacin/C0037317,7
17780,oxycodone/C0035305,2
17781,latanoprost/C0012833,4
17782,timolol/C0042571,1
17783,brimonidine/C0030196,1
17784,cefepime/C0035305,2
17785,brimonidine/C0085593,2
17786,sevelamer/C0851578,2
17787,oxycodone/C0851578,5
17788,brimonidine/C0003862,2
17789,sevelamer/C0037317,2
17790,timolol/C0003862,1
17791,latanoprost/C0030196,1
17792,timolol/C0085593,3
17793,sevelamer/C0035305,1
17794,sevelamer/C0028961,5
17795,sevelamer/C0003862,2
17796,lorazepam/C0234373,6
17797,olanzapine/C0234373,1
17798,fentanyl/C0234373,7
17799,famotidine/C0234373,6
17800,zolpidem/C0014724,2
17801,tacrolimus/C0016204,7
17802,valganciclovir/C0016204,3
17803,milrinone/C0241136,4
17804,milrinone/C1504383,4
17805,milrinone/C0863084,4
17806,milrinone/C0037274,4
17807,fosphenytoin/C0004604,2
17808,fosphenytoin/C0030196,1
17809,diazepam/C0024031,9
17810,fosphenytoin/C0024031,1
17811,duloxetine/C0205204,1
17812,diazepam/C0205204,4
17813,nicotine/C0205204,3
17814,miconazole/C0241235,1
17815,metronidazole/C0241235,2
17816,pantoprazole/C0241235,3
17817,salmeterol/C0015672,1
17818,atorvastatin/C0013428,4
17819,tiotropium/C0740441,15
17820,doripenem/C0239819,1
17821,citalopram/C1291078,1
17822,fluticasone/C0241235,1
17823,furosemide/C0158369,5
17824,metoprolol/C0158369,5
17825,atorvastatin/C0158369,1
17826,simvastatin/C1291078,1
17827,miconazole/C0232493,3
17828,citalopram/C0241235,1
17829,fluticasone/C0235309,1
17830,zolpidem/C0239819,1
17831,fluticasone/C0158369,1
17832,ceftriaxone/C0235309,1
17833,tiotropium/C0401151,15
17834,miconazole/C1291078,2
17835,fluticasone/C1291078,1
17836,doripenem/C0234238,1
17837,tiotropium/C0013428,2
17838,simvastatin/C0241235,1
17839,lorazepam/C1291078,4
17840,doripenem/C0043144,1
17841,doripenem/C0035508,1
17842,salmeterol/C0013428,1
17843,doripenem/C0020440,1
17844,fluticasone/C0028961,20
17845,fluticasone/C0013428,2
17846,pantoprazole/C1291078,3
17847,famotidine/C0038450,22
17848,olanzapine/C0231874,4
17849,phenytoin/C0038450,2
17850,nicotine/C0948786,5
17851,nicotine/C0019825,2
17852,dexamethasone/C0019825,8
17853,labetalol/C0700590,2
17854,amiodarone/C0234192,1
17855,lorazepam/C0234192,7
17856,linezolid/C0234192,1
17857,leucovorin/C0037274,1
17858,clindamycin/C0221161,2
17859,cidofovir/C0040822,1
17860,leucovorin/C0004093,1
17861,cidofovir/C0234215,1
17862,cidofovir/C0028961,1
17863,cidofovir/C0231218,1
17864,leucovorin/C0010200,3
17865,leucovorin/C0221161,1
17866,leucovorin/C0863084,1
17867,cidofovir/C0030193,1
17868,cidofovir/C0234238,1
17869,leucovorin/C0016382,2
17870,cidofovir/C0023380,1
17871,cidofovir/C0856099,1
17872,cidofovir/C0000737,1
17873,methylprednisolone/C0015468,2
17874,clindamycin/C0030232,4
17875,leucovorin/C0030232,1
17876,leucovorin/C0239134,4
17877,methylprednisolone/C0015467,2
17878,methylprednisolone/C0278151,2
17879,zolpidem/C0233763,2
17880,scopolamine/C0233763,1
17881,fluticasone/C0233763,7
17882,scopolamine/C0004604,1
17883,ketorolac/C0856099,3
17884,chlorthalidone/C0221161,1
17885,acyclovir/C0221161,7
17886,perphenazine/C0231528,1
17887,misoprostol/C0034642,1
17888,misoprostol/C0231528,1
17889,misoprostol/C0234238,2
17890,risperidone/C0231528,1
17891,misoprostol/C0476273,1
17892,fluoxetine/C0231528,1
17893,misoprostol/C0231218,3
17894,misoprostol/C0085631,1
17895,nicotine/C0231528,1
17896,triamcinolone/C0476273,5
17897,oxycodone/C0231528,5
17898,fexofenadine/C0476273,7
17899,fluoxetine/C0235299,2
17900,triamcinolone/C0231528,2
17901,clonazepam/C0231528,2
17902,haloperidol/C0858219,3
17903,haloperidol/C1619733,3
17904,haloperidol/C0423281,3
17905,haloperidol/C0853891,3
17906,megestrol/C0856054,1
17907,nicardipine/C0002962,6
17908,metformin/C0205204,1
17909,metformin/C0281856,1
17910,phenytoin/C0205204,5
17911,metformin/C0040822,2
17912,dexamethasone/C0235706,1
17913,labetalol/C0231613,3
17914,hydromorphone/C0025287,2
17915,heparin/C0025287,1
17916,nicardipine/C0015672,1
17917,nicardipine/C0231613,3
17918,phenytoin/C0015672,4
17919,acetaminophen/C0231613,6
17920,ondansetron/C0025287,1
17921,famotidine/C0231613,2
17922,hydromorphone/C0231613,3
17923,levetiracetam/C0025287,1
17924,phenytoin/C0231613,1
17925,phenytoin/C0700590,4
17926,ondansetron/C0231613,4
17927,tiotropium/C0401149,1
17928,clopidogrel/C0401149,2
17929,omeprazole/C0401149,5
17930,lansoprazole/C0014724,2
17931,heparin/C0235833,1
17932,atenolol/C0235108,2
17933,clonidine/C0014724,5
17934,mirtazapine/C0028259,5
17935,hydrochlorothiazide/C0004134,7
17936,metoprolol/C0235833,1
17937,mirtazapine/C0023380,6
17938,linezolid/C0235886,3
17939,lansoprazole/C0235744,1
17940,heparin/C0019284,1
17941,hydrochlorothiazide/C0028259,7
17942,mirtazapine/C0014724,2
17943,atenolol/C0235744,1
17944,oxycodone/C0235744,1
17945,ceftazidime/C0014724,1
17946,lisinopril/C0235744,2
17947,azathioprine/C0042963,2
17948,oxycodone/C0014724,3
17949,lisinopril/C0014724,5
17950,metoprolol/C0019284,1
17951,finasteride/C0231749,2
17952,nitroglycerin/C0231749,9
17953,doxazosin/C0034642,8
17954,doxazosin/C0043144,6
17955,neostigmine/C0235744,2
17956,doxazosin/C0016204,2
17957,sertraline/C0231749,1
17958,doxazosin/C0231749,1
17959,glycopyrrolate/C0235744,2
17960,ibuprofen/C0235710,2
17961,oseltamivir/C0235710,1
17962,fluticasone/C0231528,6
17963,ibuprofen/C0231528,1
17964,azithromycin/C0235710,2
17965,oseltamivir/C0026837,4
17966,oseltamivir/C0232292,1
17967,ibuprofen/C0231874,5
17968,ceftriaxone/C0235710,3
17969,ceftriaxone/C0232292,1
17970,azithromycin/C0232292,3
17971,fluticasone/C0231874,6
17972,diazepam/C0233763,9
17973,glycopyrrolate/C0221170,6
17974,neostigmine/C0221170,6
17975,famotidine/C0392702,2
17976,lisinopril/C0427086,1
17977,simvastatin/C0876998,4
17978,hydralazine/C1320474,1
17979,lisinopril/C1320474,1
17980,amlodipine/C0427086,1
17981,hydrochlorothiazide/C0015970,5
17982,hydrochlorothiazide/C1320474,1
17983,hydrochlorothiazide/C0392702,1
17984,famotidine/C0427086,1
17985,simvastatin/C0427086,2
17986,amlodipine/C1320474,1
17987,hydrochlorothiazide/C0023380,21
17988,potassium/C1320474,1
17989,lansoprazole/C1320474,1
17990,heparin/C1320474,2
17991,lisinopril/C0876998,3
17992,phenytoin/C0392702,1
17993,amlodipine/C0392702,1
17994,hydrochlorothiazide/C0427086,1
17995,simvastatin/C0003838,4
17996,metoprolol/C1320474,1
17997,phenytoin/C0427086,1
17998,lisinopril/C0392702,1
17999,cefepime/C0037384,3
18000,levetiracetam/C0876998,4
18001,simvastatin/C0392702,3
18002,levetiracetam/C0003838,4
18003,cefepime/C1320474,1
18004,phenytoin/C1320474,1
18005,simvastatin/C1320474,1
18006,hydrochlorothiazide/C0231530,2
18007,lisinopril/C0003838,3
18008,hydrochlorothiazide/C0015644,2
18009,levetiracetam/C1320474,1
18010,efavirenz/C0043144,2
18011,efavirenz/C0184567,2
18012,efavirenz/C0231875,1
18013,potassium/C0425449,13
18014,rifaximin/C0015672,5
18015,aripiprazole/C0035508,8
18016,aripiprazole/C0015672,1
18017,linezolid/C0231874,1
18018,aripiprazole/C0016204,2
18019,aripiprazole/C0850149,4
18020,meropenem/C0013428,2
18021,aripiprazole/C0401151,2
18022,aripiprazole/C0231875,4
18023,aripiprazole/C0043144,4
18024,aripiprazole/C0231856,1
18025,aripiprazole/C0010200,9
18026,aripiprazole/C0013428,1
18027,citalopram/C0231856,2
18028,aripiprazole/C0086439,5
18029,diltiazem/C0231856,3
18030,phenylephrine/C0013428,1
18031,fentanyl/C0013428,5
18032,aripiprazole/C0425449,1
18033,aripiprazole/C0231874,1
18034,miconazole/C0013428,1
18035,aripiprazole/C0041834,3
18036,aripiprazole/C0000737,1
18037,citalopram/C0425449,2
18038,aripiprazole/C0476273,2
18039,aripiprazole/C0231255,3
18040,rifaximin/C0013428,2
18041,aripiprazole/C0740441,2
18042,diltiazem/C0425449,3
18043,aripiprazole/C0030193,7
18044,aripiprazole/C0004093,3
18045,midazolam/C0013428,5
18046,aripiprazole/C0239134,9
18047,aripiprazole/C0856099,1
18048,aripiprazole/C0004134,4
18049,clindamycin/C0007859,5
18050,nicardipine/C0039070,8
18051,oxybutynin/C0007859,1
18052,diltiazem/C0007859,9
18053,nicardipine/C0007859,7
18054,meropenem/C0234192,3
18055,montelukast/C0233763,3
18056,cefepime/C0233763,2
18057,montelukast/C0231874,2
18058,quetiapine/C0231874,4
18059,quetiapine/C1704212,2
18060,omeprazole/C1704212,3
18061,montelukast/C0542476,2
18062,penicillin/C0542476,1
18063,tiotropium/C0233763,2
18064,penicillin/C0231875,1
18065,montelukast/C1704212,2
18066,tiotropium/C1704212,1
18067,tramadol/C0231874,2
18068,clindamycin/C0231875,3
18069,fluticasone/C0542476,5
18070,hydroxyurea/C0030552,1
18071,methylphenidate/C0239134,2
18072,methylphenidate/C0010200,2
18073,methylphenidate/C0030552,2
18074,hydroxyurea/C0427055,1
18075,methylphenidate/C0427055,2
18076,doxazosin/C0016382,2
18077,eptifibatide/C0004093,4
18078,dorzolamide/C0231255,9
18079,diazepam/C0856054,5
18080,ceftazidime/C0235108,5
18081,brimonidine/C0476273,6
18082,prasugrel/C0231218,3
18083,tamsulosin/C0700590,2
18084,tamsulosin/C2242996,1
